income,grades,district,url,headline
-2.4377677639997057,-2.0324858399285253,independent,https://www.independent.co.uk/news/world/australasia/new-zealand-volcano-death-toll-white-island-uk-latest-update-a9239701.html,new zealand volcano: at least one briton among ‘missing and injured’ after deadly eruption
-2.5482550731339257,-2.8457432734608314,mirror,https://www.mirror.co.uk/news/world-news/breaking-new-zealand-volcano-eruption-21063013,new zealand volcano eruption that injured brits kills sixth person
-0.833104962555678,2.4224429903840363,sky,http://news.sky.com/story/new-zealand-volcano-eruption-at-least-one-briton-among-eight-still-missing-11882571,new zealand volcano eruption: at least one briton among missing or injured
-2.365498345345614,-2.776152435502737,metro,https://metro.co.uk/2019/12/09/eight-people-still-missing-five-confirmed-dead-new-zealand-volcano-eruption-11584207/,eight people still missing and five confirmed dead after new zealand volcano eruption
-1.4941965497275018,5.917734241605488,bbc,https://www.bbc.co.uk/news/uk-50722263,new zealand volcano: two british women injured after eruption
14.2684706547136,-0.6790484047193557,mirror,https://www.mirror.co.uk/news/world-news/breaking-new-zealand-volcano-fears-21057905,new zealand volcano: fears for four brits after deadly eruption
-1.2360349437730938,1.5246643018339137,sky,http://news.sky.com/story/new-zealand-volcano-two-more-die-after-eruption-11884073,new zealand volcano: two more die after eruption as student details rescue attempt
-2.344117701290189,-1.5844054258463776,independent,https://www.independent.co.uk/news/world/australasia/new-zealand-eruption-volcano-deaths-investigation-police-jacinda-ardern-white-island-a9239961.html,new zealand eruption: police launch investigation after volcano kills at least six and leaves dozens more injured
-1.0094953148878865,0.05299384563438975,sky,http://news.sky.com/story/new-zealand-volcano160details-of-those-killed-missing-and-injured-emerge-11882866,"new zealand volcano: details of those killed, missing and injured emerge"
1,1,"Volcano, Zealand, Eruption, Injured, Missing"
