income,grades,district,url,headline
-1.3283003152085153,0.8042088344156519,sky,http://news.sky.com/story/nadine-dorries-health-minister-tests-positive-for-coronavirus-11954928,nadine dorries: health minister tests positive for coronavirus
-0.2031770445161722,-0.20178302022568667,mirror,https://www.mirror.co.uk/news/politics/breaking-coronavirus-health-minister-nadine-21689930,"coronavirus: health minister nadine dorries confirms mum, 84, has also tested positive"
-2.5204486050523407,0.5330261529462365,independent,https://www.independent.co.uk/news/health/coronavirus-mp-nadine-dorries-health-minister-covid-19-positive-government-a9392941.html,coronavirus: health minister nadine dorries becomes first mp diagnosed with illness
5.832084254751396,-3.628088283584332,dailymail,https://www.dailymail.co.uk/news/article-8097893/Health-minister-Nadine-Dorries-diagnosed-coronavirus.html,health minister nadine dorries 'is diagnosed with coronavirus'
-1.4578004469222063,-0.5728084447620269,dailymail,https://www.dailymail.co.uk/news/article-8110475/Coronavirus-hit-health-minister-Nadine-Dorries-confirms-84-year-old-mother-tested-positive.html,"'she's a pre-war baby, made of strong stuff': coronavirus-hit health minister nadine dorries confirms her 84-year-old mother has tested positive for the virus - but insists she is 'doing ok'"
0.1891162636561004,-0.7235791784609941,mirror,https://www.mirror.co.uk/news/politics/coronavirus-nadine-dorries-statement-full-21670923,coronavirus: nadine dorries' statement in full as tory minister tests positive for bug
-1.0410021338085642,-0.4051086791224523,theguardian,https://www.theguardian.com/world/2020/mar/10/health-minister-nadine-dorries-diagnosed-with-coronavirus,health minister nadine dorries diagnosed with coronavirus
-2.0265670537815317,-0.4603094394067102,dailymail,https://www.dailymail.co.uk/news/article-8113961/Nadine-Dorries-describes-iced-water-moment-tested-positive-coronavirus.html,'iced water trickled down my spine': nadine dorries describes emotional moment she tested positive for coronavirus and feared for her 84-year-old mother's life as health minister reveals they are both on the mend
-1.5020911006600506,-0.46556231156723443,mirror,https://www.mirror.co.uk/news/uk-news/breaking-coronavirus-five-more-mps-21677897,coronavirus: five more mps self-isolate after nadine dorries tests positive
4.0581861815418865,5.120004369767549,bbc,https://www.bbc.co.uk/news/uk-51827356,coronavirus: health minister nadine dorries tests positive
1,1,"Nadine, Dorries, Coronavirus, Health, Positive"
