income,grades,district,url,headline
-3.376062749079914,1.3705723278398054,independent,https://www.independent.co.uk/news/uk/home-news/uk-weather-forecast-flooding-warning-floods-rain-yorkshire-doncaster-a9197471.html,uk weather: ‘danger to life’ warnings remain in place as yorkshire braces for more rain after widespread flooding
0.002287444767612811,-2.3088249831056866,mirror,https://www.mirror.co.uk/news/uk-news/uk-weather-forecast-danger-life-20829887,uk weather forecast: 'danger to life' alert as 100mm of rain hits in eight hours
5.430028130772999,0.28173658998211093,sun,https://www.thesun.co.uk/news/10310342/weather-forecast-uk-today-flood-warnings/,uk weather forecast: ‘danger to life’ flood warnings still in place as temperatures plunge to -7c
6.819818906636809,5.192101002235568,mirror,https://www.mirror.co.uk/news/uk-news/uk-weather-danger-life-flood-20845934,uk weather: snow hits amid 'danger to life' warnings after 'biblical' flooding
-0.47919373997676445,-2.005672329300436,sun,https://www.thesun.co.uk/news/10333229/uk-weather-forecast-flood-tomorrow-warnings/,uk weather forecast – met office issues more ‘danger to life’ flood warnings as torrential rain to hit tomor
2.440918893939787,-3.9794284294449267,independent,https://www.independent.co.uk/news/uk/home-news/uk-weather-forecast-floods-shopping-centre-trap-sheffield-yorkshire-warnings-a9194151.html,uk weather: homes evacuated after mudslide as ‘danger to life’ warnings issued
1.051846296934034,-2.7108520106632747,sun,https://www.thesun.co.uk/news/10292994/uk-weather-forecast-met-office-danger-to-life-flood-warnings-month-rain-one-hour/,uk weather forecast – met office issues ‘danger to life’ flood warnings as month of rain dumped in one hour to
1.1449537999885027,-2.9993628259464944,sun,https://www.thesun.co.uk/news/10292994/uk-weather-forecast-met-office-flood-warnings-tomorrow/,uk weather forecast: ‘danger to life’ flood warnings issued by met office as month of rain dumped in one hour
5.3108122670870825,1.7443234664700842,sky,http://news.sky.com/story/uk-weather-public-urged-to-stay-away-from-swollen-rivers-amid-extensive-flooding-11857056,uk weather: body pulled from floodwater in derbyshire as 'danger to life' warnings in place
-4.247257766860544,2.7020597793474894,independent,https://www.independent.co.uk/news/uk/home-news/flood-rain-uk-weather-forecast-emergency-cobra-meeting-latest-a9199136.html,johnson to hold flooding crisis response meeting as more ‘danger to life’ warnings issued
-1.46863038496676,-0.4263948479299227,independent,https://www.independent.co.uk/news/uk/home-news/uk-weather-forecast-floods-met-office-doncaster-yorkshire-latest-a9198021.html,uk weather: raf scrambled to tackle ‘danger to life’ flooding as heavy rain pummels britain
-3.551557581017776,1.9870603207314912,independent,https://www.independent.co.uk/news/uk/home-news/uk-weather-forecast-latest-warning-rain-england-wales-snow-met-office-a9198556.html,uk weather: ‘danger to life’ warning issued as heavy rain and snow due to hit on thursday
-1.3820933585167978,-1.4723655457018312,independent,https://www.independent.co.uk/news/uk/home-news/uk-weather-forecast-latest-amber-danger-life-warning-rain-flooding-a9188711.html,uk weather forecast: ‘danger to life’ warnings issued as torrential rain to deluge swathes of uk
-3.428926469653422,0.6453053917535359,sky,http://news.sky.com/story/uk-weather-flooded-parts-of-england-prepare-for-danger-to-life-rain-11860683,uk weather: flooded parts of england prepare for 'danger to life' rain
-4.266943690054853,1.9797420937324866,independent,https://www.independent.co.uk/news/uk/home-news/uk-weather-latest-flood-warnings-met-office-sheffield-mansfield-rotherham-a9194526.html,"uk flooding: dozens trapped in shopping centre overnight, as ‘danger to life’ warnings issued"
1,1,"Life, Danger, To, Weather, Warnings"
