income,grades,district,url,headline
5.9772739515283755,1.109194889865931,metro,https://metro.co.uk/2020/04/10/100000-people-now-died-coronavirus-worldwide-12541180/,"more than 100,000 people have now died of coronavirus worldwide"
5.238243317927933,0.8857542803340515,metro,https://metro.co.uk/2020/04/11/least-19-nhs-heroes-died-trying-protect-public-coronavirus-12542158/,at least 19 nhs heroes have died due to coronavirus
-5.401477911723364,7.978927204885014,independent,https://www.independent.co.uk/news/world/americas/coronavirus-deaths-hospice-care-homes-music-therapy-a9457691.html,coronavirus is changing how people die - even if they don’t have it
-2.5983349663582436,-0.7746789007659644,theguardian,https://www.theguardian.com/world/2020/apr/05/what-happens-lungs-coronavirus-covid-19,what happens to people's lungs when they get coronavirus?
-1.6235388229145797,-1.9620939301269473,metro,https://metro.co.uk/2020/04/09/coronavirus-infected-1500000-people-worldwide-12533472/,"coronavirus has infected 1,500,000 people worldwide"
-1.6095268703525083,-1.1299493865747507,mirror,https://www.mirror.co.uk/news/world-news/coronavirus-affects-people-differently-fatal-21832825,why coronavirus is fatal for some people - but others don't even know they've had it
-3.6343338649367305,-2.4302149211441555,theguardian,https://www.theguardian.com/world/2020/apr/07/what-happens-to-lungs-coronavirus-covid-19,what happens to people's lungs when they get coronavirus?
-3.202056463362487,-2.4273053449964785,theguardian,https://www.theguardian.com/world/2020/apr/13/what-happens-to-your-lungs-with-coronavirus-covid-19,what happens to people's lungs when they get coronavirus?
-2.961860246518303,-1.8196088435506652,theguardian,https://www.theguardian.com/world/2020/apr/15/what-happens-to-your-lungs-with-coronavirus-covid-19,what happens to people's lungs when they get coronavirus?
4.8446961750347795,0.12802807966925855,mirror,https://www.mirror.co.uk/news/uk-news/uni-lecturers-tragic-final-text-21868783,uni lecturer's tragic final text to a friend before he died of coronavirus
4.9709157016751195,0.4419468724047118,sun,https://www.thesun.co.uk/news/11372122/rail-union-fatcat-suspended-boris-johnson-coronavirus/,rail union fatcat suspended for saying he’d ‘throw a party’ if boris johnson died of coronavirus
1,1,"Coronavirus, Died, People, Lungs, ""Peoples"""
