income,grades,district,url,headline
-2.382747708316431,-1.7712380474353069,metro,https://metro.co.uk/2020/04/07/new-york-city-reaching-plateau-coronavirus-crisis-hospitalization-rates-decrease-12523092/,coronavirus hope for new york after hospitalizations ‘reach plateau’
-3.1325899674605813,1.1940175759547096,independent,https://www.independent.co.uk/news/world/americas/coronavirus-us-map-cases-death-toll-new-york-update-today-a9446291.html,"coronavirus: more than 500 die in new york overnight with 100,000 reported cases"
-2.831067537770788,5.983066481586543,independent,https://www.independent.co.uk/news/world/americas/coronavirus-new-york-ventilators-andrew-cuomo-press-briefing-new-cases-a9443566.html,"coronavirus: new york will run out of ventilators within six days, governor warns"
-2.959528956318071,4.268112690214481,metro,https://metro.co.uk/2020/04/02/coronavirus-deaths-new-york-soar-432-just-24-hours-diagnoses-hit-92000-12500045/,"coronavirus deaths in new york soar by 432 in just 24 hours as diagnoses hit 92,000"
1.2134273111646081,-0.5163276788487842,independent,https://www.independent.co.uk/news/world/americas/coronavirus-new-york-cases-deaths-drop-apex-a9448266.html,'we could be very near the apex': new york sees drop in coronavirus deaths for first time
-2.596191880764326,-0.22006593055707632,metro,https://metro.co.uk/2020/04/09/new-york-becomes-worlds-coronavirus-capital-cases-country-earth-12534508/,new york becomes world’s coronavirus capital with more cases than any country on earth
5.041747121709446,0.7384820777888821,bbc,https://www.bbc.co.uk/news/world-us-canada-52175746,new york new coronavirus cases 'dropping for first time'
-2.296910472705086,-0.4832220388838551,independent,https://www.independent.co.uk/news/world/americas/coronavirus-new-york-peak-curve-days-week-9-11-a9447476.html,coronavirus: new york could hit apex 'in seven days’ as death toll passes 9/11
4.666637055742473,0.25532603914846175,bbc,https://www.bbc.co.uk/news/world-us-canada-52231879,coronavirus in new york: 24 hours on the frontline
-2.036353965891239,-0.6361953439534919,bbc,https://www.bbc.co.uk/news/world-us-canada-52168682,"coronavirus: new york virus deaths surge past 3,500"
-3.1067459395275856,0.6072221776126314,metro,https://metro.co.uk/2020/04/03/us-quarter-million-coronavirus-diagnoses-100000-alone-new-york-12505750/,"us has quarter of a million coronavirus diagnoses with 102,000 alone in new york"
-2.619325171647452,-3.6361261961118165,independent,https://www.independent.co.uk/news/world/americas/coronavirus-new-york-nurse-breaks-down-cries-dead-covid19-patients-a9460301.html,coronavirus: new york nurse cries uncontrollably as she describes finding dead patients
-2.0519818302762958,-2.632476506544685,sky,http://news.sky.com/story/coronavirus-new-york-death-rate-highest-among-globally-comparable-regions-11969502,coronavirus: new york death rate highest among globally comparable regions 
6.4702105806548165,1.4881753545404914,bbc,https://www.bbc.co.uk/news/world-us-canada-52241221,coronavirus: new york using mass graves amid outbreak
3.095463463748601,-0.42799507027879957,mirror,https://www.mirror.co.uk/news/us-news/new-york-desperate-coronavirus-race-21811882,new york in desperate coronavirus 'race against time' with more dead than from 9/11
5.419089016788755,0.21352529643938892,bbc,https://www.bbc.co.uk/news/world-us-canada-52196815,coronavirus in new york: a paramedic's diary
3.588733985292676,-0.5062698367522452,independent,https://www.independent.co.uk/news/world/americas/us-politics/new-york-city-coronavirus-schools-closed-de-blasio-governor-cuomo-a9461081.html,coronavirus: new york mayor orders schools to stay shut but governor insists decision is his
-1.973921879363549,-1.3674457877135235,metro,https://metro.co.uk/2020/04/04/china-donates-1000-ventilators-help-coronavirus-stricken-new-york-12509239/,"china donates 1,000 ventilators to help coronavirus-stricken new york"
-0.8961398689251774,-1.625112245324171,mirror,https://www.mirror.co.uk/news/us-news/like-911-every-day-new-21850318,'like 9/11 every day': a new york paramedic's coronavirus diary
1.3987803552766118,-1.4753633428296726,independent,https://www.independent.co.uk/news/world/americas/coronavirus-new-york-cathedral-st-john-church-field-hospital-a9453606.html,coronavirus: new york cathedral to become a field hospital
-2.9891774070276753,-0.5593477082829006,sky,http://news.sky.com/story/coronavirus-new-york-could-temporarily-bury-bodies-in-park-because-morgues-nearly-full-11969522,coronavirus: new york could temporarily bury bodies in park because morgues nearly full
-0.8141883896778453,-1.9466190776147523,independent,https://www.independent.co.uk/news/world/americas/us-politics/new-york-coronavirus-cases-flatten-the-curve-bill-de-blasio-a9455686.html,new york close to flattening the curve as mayor reveals ‘striking’ decrease in coronavirus admissions
-3.0247315699178636,2.4137442688030513,mirror,https://www.mirror.co.uk/news/us-news/new-york-schools-remain-closed-21852728,new york schools will remain closed until september as coronavirus ravages city
4.8175136552119895,0.6421328490424352,independent,https://www.independent.co.uk/news/world/americas/coronavirus-new-york-medical-volunteers-hospital-work-governor-cuomo-a9457011.html,"‘i want to help, it’s frustrating’: more than 90 per cent of medical volunteers not being used in new york’s fight against coronavirus"
1,1,"Coronavirus, York"
