income,grades,district,url,headline
-2.115779681695289,0.7525933145058636,metro,https://metro.co.uk/2020/02/02/jennifer-lopez-and-shakira-are-not-actually-being-paid-for-super-bowl-halftime-performance-12170369/,jennifer lopez and shakira are not actually being paid for super bowl halftime performance
10.014443846833442,-1.4638558784708806,bbc,https://www.bbc.co.uk/news/entertainment-arts-51352285,jennifer lopez and shakira sparkle at the super bowl
0.1742552140584246,3.9693483760709656,sun,https://www.thesun.co.uk/sport/10690317/super-bowl-2020-halftime-show-jennifer-lopez-shakira-nfl-jlo/,who is in super bowl half time show? shakira and jennifer lopez among host of performers
0.15419236194843058,3.9595205504959803,sun,https://www.thesun.co.uk/sport/10690317/super-bowl-2020-halftime-show-jennifer-lopez-shakira/,who is in super bowl halftime show tonight? shakira and jennifer lopez among host of stars performing in miami
-1.811380903398036,-1.618465534143004,sun,https://www.thesun.co.uk/tvandshowbiz/10886552/jennifer-lopez-hugs-shakira-and-vows-to-show-the-world-what-2-latin-girls-can-do-ahead-of-super-bowl-performance/,jennifer lopez hugs shakira and vows to ‘show the world what 2 latin girls can do’ ahead of super bowl per
-2.4830649016691146,-2.9619414258001355,sun,https://www.thesun.co.uk/tvandshowbiz/10886522/jennifer-lopez-shares-video-of-arod-dancing-to-her-super-bowl-performance-as-embarrassed-daughter-begs-him-to-stop/,jennifer lopez shares video of arod dancing to her super bowl performance – as embarrassed daughter begs him t
-1.4492586029092793,-0.8297204147756133,sun,https://www.thesun.co.uk/tvandshowbiz/10874909/jennifer-lopez-shakira-super-bowl-half-time-bad-bunny/,jennifer lopez gives fans a sneak peek at her super bowl halftime show also starring shakira and bad bunny
-1.460397630636196,-3.6853287674957005,metro,https://metro.co.uk/2020/01/30/jennifer-lopez-shakira-planning-kobe-bryant-message-super-bowl-nba-stars-death-12156416/,jennifer lopez and shakira planning kobe bryant ‘message’ at super bowl after nba star’s death
-1.0230097025323799,1.877849779612529,sun,https://www.thesun.co.uk/tvandshowbiz/10886532/jennifer-lopezs-daughter-emme-11-stuns-fans-as-she-sings-with-mom-for-super-bowl-halftime-performance/,"jennifer lopez’s daughter emme, 11, stuns fans as she sings with mom for super bowl halftime performance"
1,1,"Jennifer, Bowl, Super, Lopez, Shakira"
